mae,rmse,r2,spearman_rho,normalized_mae,normalized_rmse,mean_absolute_log1p_error,unclipped_mae,clipped_fraction,analyte,feature_set,model,outer_fold,evaluation_unit,n_observations,fit_seconds,predict_seconds,inner_best_mae
0.3819562998405104,1.0752337076075809,0.9740909792666907,0.9122258016846682,0.01909781499202552,0.053761685380379044,0.0831427160267186,0.3819562998405104,0.0,glucose,RGB_HSV_combined,RandomForest,2,patch,209,7.869073699999717,0.007966199991642497,0.36836797979797986
0.15498181818181805,0.32168070624095013,0.9976810291773283,0.9454545454545454,0.0077490909090909025,0.016084035312047506,0.050039989797926315,0.15498181818181805,0.0,glucose,RGB_HSV_combined,RandomForest,2,concentration_median,11,7.869073699999717,0.007966199991642497,0.36836797979797986
0.3800759170653908,0.9777225290200297,0.9785771867387782,0.9046392735677189,0.01900379585326954,0.04888612645100148,0.08414953417340894,0.3800759170653908,0.0,glucose,RGB_HSV_combined,ExtraTrees,2,patch,209,4.388547499998822,0.008876499996404164,0.3658569040404041
0.13658787878787887,0.26073357972451444,0.9984765114596357,0.9454545454545454,0.006829393939393943,0.013036678986225722,0.047603024019430354,0.13658787878787887,0.0,glucose,RGB_HSV_combined,ExtraTrees,2,concentration_median,11,4.388547499998822,0.008876499996404164,0.3658569040404041
0.5596331741272546,1.4245231937057772,0.9545237854642248,0.9006848298051741,0.027981658706362728,0.07122615968528886,0.10159910489009527,0.5596331741272546,0.0,glucose,Chromaticity_secondary,ExtraTrees,2,patch,209,3.1641593999956967,0.008994100004201755,0.5720543422042872
0.31931411233367446,0.7809645801638327,0.9863319067870185,0.9454545454545454,0.01596570561668372,0.03904822900819164,0.06702877004443802,0.31931411233367446,0.0,glucose,Chromaticity_secondary,ExtraTrees,2,concentration_median,11,3.1641593999956967,0.008994100004201755,0.5720543422042872
1.0906374269005847,2.1092986398325695,0.9002939750165543,0.8884097502513817,0.05453187134502924,0.10546493199162847,0.1901194861463783,1.0906374269005847,0.0,glucose,Background_adjusted_secondary,ExtraTrees,2,patch,209,3.568853399992804,0.010502900011488236,1.0667145
0.5420060606060606,0.9934556595413546,0.9778821843652828,0.9454545454545454,0.02710030303030303,0.04967278297706773,0.08621474420231671,0.5420060606060606,0.0,glucose,Background_adjusted_secondary,ExtraTrees,2,concentration_median,11,3.568853399992804,0.010502900011488236,1.0667145
3.8649829840981496,6.2911898779385105,0.11302609420211862,0.46975427429992594,0.1932491492049075,0.3145594938969255,0.756179321765444,3.8649829840981496,0.0,glucose,Background_negative_control,ExtraTrees,2,patch,209,3.7540891999960877,0.009231200005160645,4.182600614359613
3.1587639170087827,5.168113160384586,0.40143780162042575,0.8272727272727273,0.15793819585043914,0.25840565801922927,0.5485983013365017,3.1587639170087827,0.0,glucose,Background_negative_control,ExtraTrees,2,concentration_median,11,3.7540891999960877,0.009231200005160645,4.182600614359613
5.510082644628099,6.6800139802892256,0.0,,0.27550413223140496,0.3340006990144613,1.1671083184368773,5.510082644628099,0.0,glucose,Baseline,DummyMean,3,patch,209,0.00023990000772755593,1.930000144056976e-05,
5.510082644628099,6.6800139802892256,0.0,,0.27550413223140496,0.3340006990144613,1.1671083184368773,5.510082644628099,0.0,glucose,Baseline,DummyMean,3,concentration_median,11,0.00023990000772755593,1.930000144056976e-05,
